lang,task,test_accuracy,test_duration
fi,read,0.941,0 days 00:00:56.666099
fr,write,0.306,0 days 00:00:56.556213
fr,read,0.794,0 days 00:00:56.643193
fro,write,0.991,0 days 00:00:56.577350
fro,read,0.898,0 days 00:00:56.612009
it,write,0.941,0 days 00:00:56.576207
it,read,0.694,0 days 00:00:56.580566
ko,write,0.825,0 days 00:00:56.586015
ko,read,0.98,0 days 00:00:56.480316
nl,write,0.732,0 days 00:00:56.459755
nl,read,0.536,0 days 00:00:56.522828
pt,write,0.722,0 days 00:00:56.471791
pt,read,0.836,0 days 00:00:56.463937
ru,write,0.41,0 days 00:00:56.669999
ru,read,0.982,0 days 00:00:56.684203
sh,write,0.988,0 days 00:00:56.561860
sh,read,0.515,0 days 00:00:56.594717
tr,write,0.952,0 days 00:00:56.638140
tr,read,0.957,0 days 00:00:56.648107
zh,write,0.226,0 days 00:00:56.622042
zh,read,0.782,0 days 00:00:55.852406
ent,write,0.999,0 days 00:00:57.310238
ent,read,1.0,0 days 00:00:56.896398
eno,write,0.0,0 days 00:00:56.643623
eno,read,0.0,0 days 00:00:56.629811
ar,write,0.819,0 days 00:00:56.449556
ar,read,0.994,0 days 00:00:56.516916
br,write,0.78,0 days 00:00:56.344291
br,read,0.768,0 days 00:00:56.465818
de,write,0.708,0 days 00:00:56.631381
de,read,0.76,0 days 00:00:56.694055
en,write,0.353,0 days 00:00:56.379960
en,read,0.317,0 days 00:00:56.385359
eo,write,0.995,0 days 00:00:56.525322
eo,read,0.998,0 days 00:00:56.494678
es,write,0.672,0 days 00:00:56.498317
es,read,0.865,0 days 00:00:56.504870
fi,write,0.972,0 days 00:00:56.633088
fi,read,0.939,0 days 00:00:56.593492
fr,write,0.294,0 days 00:00:56.553286
fr,read,0.794,0 days 00:00:56.689346
fro,write,0.997,0 days 00:00:56.604114
fro,read,0.871,0 days 00:00:56.606661
it,write,0.931,0 days 00:00:56.566155
it,read,0.712,0 days 00:00:56.575881
ko,write,0.806,0 days 00:00:56.645125
ko,read,0.977,0 days 00:00:56.496683
nl,write,0.747,0 days 00:00:56.408248
nl,read,0.536,0 days 00:00:56.534148
pt,write,0.763,0 days 00:00:56.384647
pt,read,0.825,0 days 00:00:56.493943
ru,write,0.434,0 days 00:00:56.640849
ru,read,0.984,0 days 00:00:56.662289
sh,write,0.991,0 days 00:00:56.547769
sh,read,0.548,0 days 00:00:56.566146
tr,write,0.949,0 days 00:00:56.610426
tr,read,0.968,0 days 00:00:56.623142
zh,write,0.219,0 days 00:00:56.606794
zh,read,0.795,0 days 00:00:55.832111
ent,write,0.997,0 days 00:00:57.350469
ent,read,0.996,0 days 00:00:57.277963
eno,write,0.0,0 days 00:00:57.249290
eno,read,0.0,0 days 00:00:57.163514
ar,write,0.86,0 days 00:00:57.012688
ar,read,0.992,0 days 00:00:57.058091
br,write,0.786,0 days 00:00:56.855801
br,read,0.771,0 days 00:00:56.957211
de,write,0.685,0 days 00:00:57.116613
de,read,0.79,0 days 00:00:57.231689
en,write,0.365,0 days 00:00:56.863190
en,read,0.307,0 days 00:00:56.899000
eo,write,0.995,0 days 00:00:57.046259
eo,read,0.996,0 days 00:00:57.005882
es,write,0.654,0 days 00:00:57.002454
es,read,0.866,0 days 00:00:57.038581
fi,write,0.982,0 days 00:00:57.125568
fi,read,0.935,0 days 00:00:57.141978
fr,write,0.297,0 days 00:00:57.035576
fr,read,0.779,0 days 00:00:57.181274
fro,write,0.991,0 days 00:00:57.119204
fro,read,0.879,0 days 00:00:57.100884
it,write,0.941,0 days 00:00:57.053267
it,read,0.708,0 days 00:00:57.000820
ko,write,0.821,0 days 00:00:57.087415
ko,read,0.978,0 days 00:00:56.968260
nl,write,0.698,0 days 00:00:56.947166
nl,read,0.56,0 days 00:00:57.011667
pt,write,0.765,0 days 00:00:56.928394
pt,read,0.838,0 days 00:00:56.937135
ru,write,0.42,0 days 00:00:57.165428
ru,read,0.971,0 days 00:00:57.128121
sh,write,0.991,0 days 00:00:57.053376
sh,read,0.584,0 days 00:00:57.048216
tr,write,0.952,0 days 00:00:57.059513
tr,read,0.958,0 days 00:00:57.095752
zh,write,0.199,0 days 00:00:57.095663
zh,read,0.779,0 days 00:00:56.332045
ent,write,0.999,0 days 00:00:56.810030
ent,read,0.998,0 days 00:00:56.713899
eno,write,0.0,0 days 00:00:56.667899
eno,read,0.0,0 days 00:00:56.671639
ar,write,0.821,0 days 00:00:56.518487
ar,read,0.99,0 days 00:00:56.598559
br,write,0.782,0 days 00:00:56.402040
br,read,0.764,0 days 00:00:56.471941
de,write,0.673,0 days 00:00:56.661978
de,read,0.776,0 days 00:00:56.686948
en,write,0.367,0 days 00:00:56.423417
en,read,0.304,0 days 00:00:56.501023
eo,write,0.999,0 days 00:00:56.566372
eo,read,0.999,0 days 00:00:56.557018
es,write,0.704,0 days 00:00:56.506044
es,read,0.86,0 days 00:00:56.560809
fi,write,0.976,0 days 00:00:56.669368
fi,read,0.926,0 days 00:00:56.710139
fr,write,0.249,0 days 00:00:56.584735
fr,read,0.787,0 days 00:00:56.710495
fro,write,0.99,0 days 00:00:56.702919
fro,read,0.898,0 days 00:00:56.625743
it,write,0.951,0 days 00:00:56.587586
it,read,0.692,0 days 00:00:56.583628
ko,write,0.835,0 days 00:00:56.646469
ko,read,0.978,0 days 00:00:56.460834
nl,write,0.718,0 days 00:00:56.470419
nl,read,0.578,0 days 00:00:56.500354
pt,write,0.751,0 days 00:00:56.450996
pt,read,0.827,0 days 00:00:56.499659
ru,write,0.431,0 days 00:00:56.669286
ru,read,0.97,0 days 00:00:56.667129
sh,write,0.989,0 days 00:00:56.555979
sh,read,0.538,0 days 00:00:56.562073
tr,write,0.969,0 days 00:00:56.613654
tr,read,0.957,0 days 00:00:56.652279
zh,write,0.184,0 days 00:00:56.648579
zh,read,0.78,0 days 00:00:55.888276
ent,write,0.999,0 days 00:00:56.961538
ent,read,0.998,0 days 00:00:56.690976
eno,write,0.0,0 days 00:00:56.707327
eno,read,0.0,0 days 00:00:56.728279
ar,write,0.838,0 days 00:00:56.539686
ar,read,0.996,0 days 00:00:56.644727
br,write,0.818,0 days 00:00:56.456016
br,read,0.771,0 days 00:00:56.526115
de,write,0.685,0 days 00:00:56.760416
de,read,0.763,0 days 00:00:56.860689
en,write,0.376,0 days 00:00:56.450465
en,read,0.316,0 days 00:00:56.510731
eo,write,0.996,0 days 00:00:56.615993
eo,read,0.998,0 days 00:00:56.664420
es,write,0.664,0 days 00:00:56.570906
es,read,0.857,0 days 00:00:56.631216
fi,write,0.982,0 days 00:00:56.729888
fi,read,0.922,0 days 00:00:56.743261
fr,write,0.292,0 days 00:00:56.627503
fr,read,0.784,0 days 00:00:56.808904
fro,write,0.993,0 days 00:00:56.714311
fro,read,0.888,0 days 00:00:56.705939
it,write,0.93,0 days 00:00:56.645757
it,read,0.723,0 days 00:00:56.663403
ko,write,0.815,0 days 00:00:56.677557
ko,read,0.978,0 days 00:00:56.564259
nl,write,0.731,0 days 00:00:56.510514
nl,read,0.578,0 days 00:00:56.565862
pt,write,0.727,0 days 00:00:56.532675
pt,read,0.805,0 days 00:00:56.517495
ru,write,0.408,0 days 00:00:56.743771
ru,read,0.978,0 days 00:00:56.748825
sh,write,0.992,0 days 00:00:56.664234
sh,read,0.487,0 days 00:00:56.602707
tr,write,0.958,0 days 00:00:56.730691
tr,read,0.965,0 days 00:00:56.723217
zh,write,0.199,0 days 00:00:56.673516
zh,read,0.793,0 days 00:00:55.883172
ent,write,0.999,0 days 00:00:57.341592
ent,read,0.999,0 days 00:00:56.563655
eno,write,0.0,0 days 00:00:56.581181
eno,read,0.0,0 days 00:00:56.628911
ar,write,0.845,0 days 00:00:56.446581
ar,read,0.995,0 days 00:00:56.614085
br,write,0.768,0 days 00:00:56.381627
br,read,0.776,0 days 00:00:56.453884
de,write,0.688,0 days 00:00:56.638037
de,read,0.763,0 days 00:00:56.721322
en,write,0.375,0 days 00:00:56.390466
en,read,0.301,0 days 00:00:56.477714
eo,write,0.995,0 days 00:00:56.550294
eo,read,0.999,0 days 00:00:56.552434
es,write,0.675,0 days 00:00:56.480981
es,read,0.858,0 days 00:00:56.578188
fi,write,0.973,0 days 00:00:56.636406
fi,read,0.929,0 days 00:00:56.689570
fr,write,0.271,0 days 00:00:56.608856
fr,read,0.803,0 days 00:00:56.764708
fro,write,0.994,0 days 00:00:56.605395
fro,read,0.882,0 days 00:00:56.615605
it,write,0.95,0 days 00:00:56.570653
it,read,0.75,0 days 00:00:56.582450
ko,write,0.806,0 days 00:00:56.674324
ko,read,0.972,0 days 00:00:56.497400
nl,write,0.731,0 days 00:00:56.461889
nl,read,0.579,0 days 00:00:56.499239
pt,write,0.764,0 days 00:00:56.443925
pt,read,0.821,0 days 00:00:56.545501
ru,write,0.441,0 days 00:00:56.659063
ru,read,0.971,0 days 00:00:56.678165
sh,write,0.991,0 days 00:00:56.605489
sh,read,0.559,0 days 00:00:56.616104
tr,write,0.953,0 days 00:00:56.605391
tr,read,0.954,0 days 00:00:56.665494
zh,write,0.205,0 days 00:00:56.659805
zh,read,0.805,0 days 00:00:55.849969
ent,write,0.995,0 days 00:00:56.860088
ent,read,0.993,0 days 00:00:56.762664
eno,write,0.0,0 days 00:00:56.754793
eno,read,0.0,0 days 00:00:56.689369
ar,write,0.826,0 days 00:00:56.557831
ar,read,0.992,0 days 00:00:56.576701
br,write,0.793,0 days 00:00:56.371144
br,read,0.794,0 days 00:00:56.479153
de,write,0.712,0 days 00:00:56.718155
de,read,0.767,0 days 00:00:56.708934
en,write,0.342,0 days 00:00:56.402540
en,read,0.299,0 days 00:00:56.467498
eo,write,0.99,0 days 00:00:56.577437
eo,read,0.997,0 days 00:00:56.566012
es,write,0.676,0 days 00:00:56.555328
es,read,0.857,0 days 00:00:56.540170
fi,write,0.965,0 days 00:00:56.702952
fi,read,0.928,0 days 00:00:56.673754
fr,write,0.275,0 days 00:00:56.596440
fr,read,0.775,0 days 00:00:56.728528
fro,write,0.991,0 days 00:00:56.654843
fro,read,0.892,0 days 00:00:56.639341
it,write,0.952,0 days 00:00:56.580463
it,read,0.735,0 days 00:00:56.585433
ko,write,0.814,0 days 00:00:56.668304
ko,read,0.968,0 days 00:00:56.495783
nl,write,0.726,0 days 00:00:56.476027
nl,read,0.561,0 days 00:00:56.545746
pt,write,0.748,0 days 00:00:56.469776
pt,read,0.806,0 days 00:00:56.498737
ru,write,0.413,0 days 00:00:56.689792
ru,read,0.982,0 days 00:00:56.685007
sh,write,0.993,0 days 00:00:56.607482
sh,read,0.589,0 days 00:00:56.600693
tr,write,0.949,0 days 00:00:56.639566
tr,read,0.947,0 days 00:00:56.664197
zh,write,0.213,0 days 00:00:56.702697
zh,read,0.782,0 days 00:00:55.826628
ent,write,0.996,0 days 00:00:57.400033
ent,read,0.997,0 days 00:00:57.035237
eno,write,0.0,0 days 00:00:56.777406
eno,read,0.0,0 days 00:00:56.769676
ar,write,0.843,0 days 00:00:56.599490
ar,read,0.993,0 days 00:00:56.669952
br,write,0.802,0 days 00:00:56.505316
br,read,0.768,0 days 00:00:56.586942
de,write,0.702,0 days 00:00:56.795949
de,read,0.752,0 days 00:00:56.783525
en,write,0.35,0 days 00:00:56.494016
en,read,0.318,0 days 00:00:56.555583
eo,write,0.997,0 days 00:00:56.686415
eo,read,0.999,0 days 00:00:56.628203
es,write,0.67,0 days 00:00:56.586090
es,read,0.855,0 days 00:00:56.636313
fi,write,0.976,0 days 00:00:56.766641
fi,read,0.93,0 days 00:00:56.713964
fr,write,0.286,0 days 00:00:56.698815
fr,read,0.788,0 days 00:00:56.790522
fro,write,0.996,0 days 00:00:56.741686
fro,read,0.892,0 days 00:00:56.746277
it,write,0.95,0 days 00:00:56.665033
it,read,0.738,0 days 00:00:56.669992
ko,write,0.81,0 days 00:00:56.724584
ko,read,0.976,0 days 00:00:56.567799
nl,write,0.703,0 days 00:00:56.530577
nl,read,0.569,0 days 00:00:56.564952
pt,write,0.755,0 days 00:00:56.550913
pt,read,0.816,0 days 00:00:56.541415
ru,write,0.423,0 days 00:00:56.735948
ru,read,0.972,0 days 00:00:56.750436
sh,write,0.994,0 days 00:00:56.665467
sh,read,0.585,0 days 00:00:56.632342
tr,write,0.95,0 days 00:00:56.740233
tr,read,0.962,0 days 00:00:56.724646
zh,write,0.211,0 days 00:00:56.717705
zh,read,0.764,0 days 00:00:55.919286
ent,write,0.997,0 days 00:00:56.916704
ent,read,0.999,0 days 00:00:56.743973
eno,write,0.0,0 days 00:00:56.706977
eno,read,0.0,0 days 00:00:56.772246
ar,write,0.831,0 days 00:00:56.583277
ar,read,0.995,0 days 00:00:56.647645
br,write,0.794,0 days 00:00:56.447232
br,read,0.758,0 days 00:00:56.528489
de,write,0.668,0 days 00:00:56.683948
de,read,0.776,0 days 00:00:56.752669
en,write,0.358,0 days 00:00:56.428237
en,read,0.295,0 days 00:00:56.549074
eo,write,0.991,0 days 00:00:56.596862
eo,read,0.994,0 days 00:00:56.610788
es,write,0.66,0 days 00:00:56.535815
es,read,0.841,0 days 00:00:56.642439
fi,write,0.978,0 days 00:00:56.734796
fi,read,0.927,0 days 00:00:56.687905
fr,write,0.284,0 days 00:00:56.638139
fr,read,0.778,0 days 00:00:56.750939
fro,write,0.991,0 days 00:00:56.681882
fro,read,0.891,0 days 00:00:56.676321
it,write,0.954,0 days 00:00:56.586950
it,read,0.718,0 days 00:00:56.614325
ko,write,0.828,0 days 00:00:56.688561
ko,read,0.986,0 days 00:00:56.538641
nl,write,0.74,0 days 00:00:56.496410
nl,read,0.573,0 days 00:00:56.588046
pt,write,0.771,0 days 00:00:56.496635
pt,read,0.823,0 days 00:00:56.475297
ru,write,0.417,0 days 00:00:56.667066
ru,read,0.97,0 days 00:00:56.683443
sh,write,0.995,0 days 00:00:56.589266
sh,read,0.566,0 days 00:00:56.594683
tr,write,0.951,0 days 00:00:56.672810
tr,read,0.951,0 days 00:00:56.634446
zh,write,0.206,0 days 00:00:56.732595
zh,read,0.78,0 days 00:00:55.878020
